Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Active,Population Density,Urban Population,Rural Population,Y
5875,03/09/20,8:00 AM,Jammu and Kashmir,-,-,30079,732,38864,8053,98,3202812,9064220,1079
5910,04/09/20,8:00 AM,Jammu and Kashmir,-,-,30759,743,39943,8441,98,3202812,9064220,1047
5945,05/09/20,8:00 AM,Jammu and Kashmir,-,-,31435,755,40990,8800,98,3202812,9064220,1251
5980,06/09/20,8:00 AM,Jammu and Kashmir,-,-,31924,770,42241,9547,98,3202812,9064220,1316
6015,07/09/20,8:00 AM,Jammu and Kashmir,-,-,32327,784,43557,10446,98,3202812,9064220,1013
6050,08/09/20,8:00 AM,Jammu and Kashmir,-,-,32760,801,44570,11009,98,3202812,9064220,1355
6085,09/09/20,8:00 AM,Jammu and Kashmir,-,-,33251,815,45925,11859,98,3202812,9064220,1617
6120,10/09/20,8:00 AM,Jammu and Kashmir,-,-,33871,832,47542,12839,98,3202812,9064220,1592
6155,11/09/20,8:00 AM,Jammu and Kashmir,-,-,34215,845,49134,14074,98,3202812,9064220,1578
6190,12/09/20,8:00 AM,Jammu and Kashmir,-,-,34689,854,50712,15169,98,3202812,9064220,1698
6225,13/09/20,8:00 AM,Jammu and Kashmir,-,-,35285,864,52410,16261,98,3202812,9064220,1686
6260,14/09/20,8:00 AM,Jammu and Kashmir,-,-,35737,878,54096,17481,98,3202812,9064220,1229
6295,15/09/20,8:00 AM,Jammu and Kashmir,-,-,36381,895,55325,18049,98,3202812,9064220,1329
6330,16/09/20,8:00 AM,Jammu and Kashmir,-,-,37062,914,56654,18678,98,3202812,9064220,1590
542,01/04/20,7:30 PM,Jharkhand,-,-,0,0,1,1,414,7933061,25055073,0
571,02/04/20,6:00 PM,Jharkhand,-,-,0,0,1,1,414,7933061,25055073,1
601,03/04/20,6:00 PM,Jharkhand,-,-,0,0,2,2,414,7933061,25055073,0
632,04/04/20,6:00 PM,Jharkhand,-,-,0,0,2,2,414,7933061,25055073,1
662,05/04/20,6:00 PM,Jharkhand,-,-,0,0,3,3,414,7933061,25055073,1
692,06/04/20,6:00 PM,Jharkhand,-,-,0,0,4,4,414,7933061,25055073,0
722,07/04/20,6:00 PM,Jharkhand,-,-,0,0,4,4,414,7933061,25055073,0
753,08/04/20,5:00 PM,Jharkhand,-,-,0,0,4,4,414,7933061,25055073,9
784,09/04/20,5:00 PM,Jharkhand,-,-,0,0,13,13,414,7933061,25055073,0
815,10/04/20,5:00 PM,Jharkhand,-,-,0,1,13,12,414,7933061,25055073,4
846,11/04/20,5:00 PM,Jharkhand,-,-,0,1,17,16,414,7933061,25055073,0
877,12/04/20,5:00 PM,Jharkhand,-,-,0,1,17,16,414,7933061,25055073,2
908,13/04/20,5:00 PM,Jharkhand,-,-,0,2,19,17,414,7933061,25055073,5
940,14/04/20,5:00 PM,Jharkhand,-,-,0,2,24,22,414,7933061,25055073,3
973,15/04/20,5:00 PM,Jharkhand,-,-,0,2,27,25,414,7933061,25055073,1
1006,16/04/20,5:00 PM,Jharkhand,-,-,0,2,28,26,414,7933061,25055073,1
1039,17/04/20,5:00 PM,Jharkhand,-,-,0,2,29,27,414,7933061,25055073,4
1072,18/04/20,5:00 PM,Jharkhand,-,-,0,2,33,31,414,7933061,25055073,2
1105,19/04/20,5:00 PM,Jharkhand,-,-,0,2,35,33,414,7933061,25055073,7
1138,20/04/20,5:00 PM,Jharkhand,-,-,0,2,42,40,414,7933061,25055073,4
1171,21/04/20,5:00 PM,Jharkhand,-,-,0,2,46,44,414,7933061,25055073,-1
1204,22/04/20,5:00 PM,Jharkhand,-,-,0,3,45,42,414,7933061,25055073,4
1236,23/04/20,5:00 PM,Jharkhand,-,-,8,3,49,38,414,7933061,25055073,6
1268,24/04/20,5:00 PM,Jharkhand,-,-,8,3,55,44,414,7933061,25055073,4
1300,25/04/20,5:00 PM,Jharkhand,-,-,9,3,59,47,414,7933061,25055073,8
1332,26/04/20,5:00 PM,Jharkhand,-,-,13,3,67,51,414,7933061,25055073,15
1364,27/04/20,5:00 PM,Jharkhand,-,-,13,3,82,66,414,7933061,25055073,21
1396,28/04/20,5:00 PM,Jharkhand,-,-,17,3,103,83,414,7933061,25055073,2
1428,29/04/20,5:00 PM,Jharkhand,-,-,19,3,105,83,414,7933061,25055073,2
1460,30/04/20,5:00 PM,Jharkhand,-,-,19,3,107,85,414,7933061,25055073,4
1492,01/05/20,5:00 PM,Jharkhand,-,-,20,3,111,88,414,7933061,25055073,0
1524,02/05/20,5:00 PM,Jharkhand,-,-,20,3,111,88,414,7933061,25055073,4
1556,03/05/20,5:00 PM,Jharkhand,-,-,22,3,115,90,414,7933061,25055073,0
1588,04/05/20,5:00 PM,Jharkhand,-,-,22,3,115,90,414,7933061,25055073,0
1620,05/05/20,5:00 PM,Jharkhand,-,-,27,3,115,85,414,7933061,25055073,10
1653,06/05/20,8:00 AM,Jharkhand,-,-,33,3,125,89,414,7933061,25055073,2
1686,07/05/20,8:00 AM,Jharkhand,-,-,37,3,127,87,414,7933061,25055073,5
1719,08/05/20,8:00 AM,Jharkhand,-,-,41,3,132,88,414,7933061,25055073,0
1752,09/05/20,8:00 AM,Jharkhand,-,-,52,3,132,77,414,7933061,25055073,24
1785,10/05/20,8:00 AM,Jharkhand,-,-,78,3,156,75,414,7933061,25055073,1
1818,11/05/20,8:00 AM,Jharkhand,-,-,78,3,157,76,414,7933061,25055073,3
1851,12/05/20,8:00 AM,Jharkhand,-,-,78,3,160,79,414,7933061,25055073,12
1884,13/05/20,8:00 AM,Jharkhand,-,-,79,3,172,90,414,7933061,25055073,1
1917,14/05/20,8:00 AM,Jharkhand,-,-,79,3,173,91,414,7933061,25055073,24
1950,15/05/20,8:00 AM,Jharkhand,-,-,87,3,197,107,414,7933061,25055073,6
1983,16/05/20,8:00 AM,Jharkhand,-,-,87,3,203,113,414,7933061,25055073,14
2016,17/05/20,8:00 AM,Jharkhand,-,-,113,3,217,101,414,7933061,25055073,6
2049,18/05/20,8:00 AM,Jharkhand,-,-,113,3,223,107,414,7933061,25055073,0
2082,19/05/20,8:00 AM,Jharkhand,-,-,113,3,223,107,414,7933061,25055073,8
2115,20/05/20,8:00 AM,Jharkhand,-,-,127,3,231,101,414,7933061,25055073,0
2149,21/05/20,8:00 AM,Jharkhand,-,-,127,3,231,101,414,7933061,25055073,59
2183,22/05/20,8:00 AM,Jharkhand,-,-,129,3,290,158,414,7933061,25055073,18
2217,23/05/20,8:00 AM,Jharkhand,-,-,136,3,308,169,414,7933061,25055073,42
2251,24/05/20,8:00 AM,Jharkhand,-,-,141,4,350,205,414,7933061,25055073,20
2286,25/05/20,8:00 AM,Jharkhand,-,-,148,4,370,218,414,7933061,25055073,7
2321,26/05/20,8:00 AM,Jharkhand,-,-,148,4,377,225,414,7933061,25055073,49
2357,27/05/20,8:00 AM,Jharkhand,-,-,175,4,426,247,414,7933061,25055073,22
2393,28/05/20,8:00 AM,Jharkhand,-,-,185,4,448,259,414,7933061,25055073,21
2429,29/05/20,8:00 AM,Jharkhand,-,-,212,4,469,253,414,7933061,25055073,42
2465,30/05/20,8:00 AM,Jharkhand,-,-,216,5,511,290,414,7933061,25055073,52
2501,31/05/20,8:00 AM,Jharkhand,-,-,256,5,563,302,414,7933061,25055073,47
2537,01/06/20,8:00 AM,Jharkhand,-,-,256,5,610,349,414,7933061,25055073,49
2573,02/06/20,8:00 AM,Jharkhand,-,-,296,5,659,358,414,7933061,25055073,53
2609,03/06/20,8:00 AM,Jharkhand,-,-,320,5,712,387,414,7933061,25055073,40
2645,04/06/20,8:00 AM,Jharkhand,-,-,321,5,752,426,414,7933061,25055073,41
2681,05/06/20,8:00 AM,Jharkhand,-,-,354,6,793,433,414,7933061,25055073,88
2717,06/06/20,8:00 AM,Jharkhand,-,-,410,7,881,464,414,7933061,25055073,119
2753,07/06/20,8:00 AM,Jharkhand,-,-,473,7,1000,520,414,7933061,25055073,99
2789,08/06/20,8:00 AM,Jharkhand,-,-,490,7,1099,602,414,7933061,25055073,157
2825,09/06/20,8:00 AM,Jharkhand,-,-,519,7,1256,730,414,7933061,25055073,155
2861,10/06/20,8:00 AM,Jharkhand,-,-,559,8,1411,844,414,7933061,25055073,78
2898,11/06/20,8:00 AM,Jharkhand,-,-,592,8,1489,889,414,7933061,25055073,110
2934,12/06/20,8:00 AM,Jharkhand,-,-,630,8,1599,961,414,7933061,25055073,18
2970,13/06/20,8:00 AM,Jharkhand,-,-,672,8,1617,937,414,7933061,25055073,94
3006,14/06/20,8:00 AM,Jharkhand,-,-,816,8,1711,887,414,7933061,25055073,34
3042,15/06/20,8:00 AM,Jharkhand,-,-,905,8,1745,832,414,7933061,25055073,18
3078,16/06/20,8:00 AM,Jharkhand,-,-,905,8,1763,850,414,7933061,25055073,76
3114,17/06/20,8:00 AM,Jharkhand,-,-,1121,9,1839,709,414,7933061,25055073,56
3150,18/06/20,8:00 AM,Jharkhand,-,-,1151,10,1895,734,414,7933061,25055073,25
3186,19/06/20,8:00 AM,Jharkhand,-,-,1198,11,1920,711,414,7933061,25055073,45
3222,20/06/20,8:00 AM,Jharkhand,-,-,1332,11,1965,622,414,7933061,25055073,0
3258,21/06/20,8:00 AM,Jharkhand,-,-,1335,11,1965,619,414,7933061,25055073,108
3294,22/06/20,8:00 AM,Jharkhand,-,-,1406,11,2073,656,414,7933061,25055073,64
3330,23/06/20,8:00 AM,Jharkhand,-,-,1469,11,2137,657,414,7933061,25055073,48
3366,24/06/20,8:00 AM,Jharkhand,-,-,1520,11,2185,654,414,7933061,25055073,22
3402,25/06/20,8:00 AM,Jharkhand,-,-,1570,11,2207,626,414,7933061,25055073,55
3438,26/06/20,8:00 AM,Jharkhand,-,-,1605,12,2262,645,414,7933061,25055073,28
3474,27/06/20,8:00 AM,Jharkhand,-,-,1643,12,2290,635,414,7933061,25055073,49
3510,28/06/20,8:00 AM,Jharkhand,-,-,1724,12,2339,603,414,7933061,25055073,25
3546,29/06/20,8:00 AM,Jharkhand,-,-,1793,12,2364,559,414,7933061,25055073,62
3582,30/06/20,8:00 AM,Jharkhand,-,-,1845,15,2426,566,414,7933061,25055073,64
3618,01/07/20,8:00 AM,Jharkhand,-,-,1884,15,2490,591,414,7933061,25055073,31
3654,02/07/20,8:00 AM,Jharkhand,-,-,1931,15,2521,575,414,7933061,25055073,63
3690,03/07/20,8:00 AM,Jharkhand,-,-,1983,15,2584,586,414,7933061,25055073,111
3726,04/07/20,8:00 AM,Jharkhand,-,-,2001,15,2695,679,414,7933061,25055073,44
3762,05/07/20,8:00 AM,Jharkhand,-,-,2035,17,2739,687,414,7933061,25055073,42
3798,06/07/20,8:00 AM,Jharkhand,-,-,2045,19,2781,717,414,7933061,25055073,66
3834,07/07/20,8:00 AM,Jharkhand,-,-,2068,20,2847,759,414,7933061,25055073,149
3870,08/07/20,8:00 AM,Jharkhand,-,-,2104,22,2996,870,414,7933061,25055073,100
3906,09/07/20,8:00 AM,Jharkhand,-,-,2170,22,3096,904,414,7933061,25055073,150
3942,10/07/20,8:00 AM,Jharkhand,-,-,2208,23,3246,1015,414,7933061,25055073,173
3978,11/07/20,8:00 AM,Jharkhand,-,-,2224,23,3419,1172,414,7933061,25055073,194
4014,12/07/20,8:00 AM,Jharkhand,-,-,2243,23,3613,1347,414,7933061,25055073,143
4050,13/07/20,8:00 AM,Jharkhand,-,-,2308,30,3756,1418,414,7933061,25055073,142
4086,14/07/20,8:00 AM,Jharkhand,-,-,2351,33,3898,1514,414,7933061,25055073,193
4122,15/07/20,8:00 AM,Jharkhand,-,-,2427,36,4091,1628,414,7933061,25055073,229
4158,16/07/20,8:00 AM,Jharkhand,-,-,2485,38,4320,1797,414,7933061,25055073,304
4194,17/07/20,8:00 AM,Jharkhand,-,-,2513,42,4624,2069,414,7933061,25055073,297
4230,18/07/20,8:00 AM,Jharkhand,-,-,2570,46,4921,2305,414,7933061,25055073,421
4266,19/07/20,8:00 AM,Jharkhand,-,-,2611,46,5342,2685,414,7933061,25055073,193
4301,20/07/20,8:00 AM,Jharkhand,-,-,2716,49,5535,2770,414,7933061,25055073,221
4336,21/07/20,8:00 AM,Jharkhand,-,-,2810,53,5756,2893,414,7933061,25055073,403
4371,22/07/20,8:00 AM,Jharkhand,-,-,2904,55,6159,3200,414,7933061,25055073,326
4406,23/07/20,8:00 AM,Jharkhand,-,-,3024,64,6485,3397,414,7933061,25055073,490
4441,24/07/20,8:00 AM,Jharkhand,-,-,3174,67,6975,3734,414,7933061,25055073,518
4476,25/07/20,8:00 AM,Jharkhand,-,-,3307,70,7493,4116,414,7933061,25055073,343
4511,26/07/20,8:00 AM,Jharkhand,-,-,3425,82,7836,4329,414,7933061,25055073,439
4546,27/07/20,8:00 AM,Jharkhand,-,-,3704,85,8275,4486,414,7933061,25055073,408
4581,28/07/20,8:00 AM,Jharkhand,-,-,3770,89,8683,4824,414,7933061,25055073,395
4616,29/07/20,8:00 AM,Jharkhand,-,-,3868,89,9078,5121,414,7933061,25055073,783
4651,30/07/20,8:00 AM,Jharkhand,-,-,4035,98,9861,5728,414,7933061,25055073,306
4686,31/07/20,8:00 AM,Jharkhand,-,-,4176,103,10167,5888,414,7933061,25055073,791
4721,01/08/20,8:00 AM,Jharkhand,-,-,4314,106,10958,6538,414,7933061,25055073,728
4756,02/08/20,8:00 AM,Jharkhand,-,-,4513,113,11686,7060,414,7933061,25055073,837
4791,03/08/20,8:00 AM,Jharkhand,-,-,4682,118,12523,7723,414,7933061,25055073,955
4826,04/08/20,8:00 AM,Jharkhand,-,-,4792,125,13478,8561,414,7933061,25055073,462
4861,05/08/20,8:00 AM,Jharkhand,-,-,5164,128,13940,8648,414,7933061,25055073,948
4896,06/08/20,8:00 AM,Jharkhand,-,-,5703,136,14888,9049,414,7933061,25055073,868
4931,07/08/20,8:00 AM,Jharkhand,-,-,6594,145,15756,9017,414,7933061,25055073,709
4966,08/08/20,8:00 AM,Jharkhand,-,-,7391,151,16465,8923,414,7933061,25055073,629
5001,09/08/20,8:00 AM,Jharkhand,-,-,8123,155,17094,8816,414,7933061,25055073,1044
5036,10/08/20,8:00 AM,Jharkhand,-,-,8838,177,18138,9123,414,7933061,25055073,585
5071,11/08/20,8:00 AM,Jharkhand,-,-,9724,188,18723,8811,414,7933061,25055073,502
5106,12/08/20,8:00 AM,Jharkhand,-,-,10375,192,19225,8658,414,7933061,25055073,518
5141,13/08/20,8:00 AM,Jharkhand,-,-,10815,197,19743,8731,414,7933061,25055073,1138
5176,14/08/20,8:00 AM,Jharkhand,-,-,12844,209,20881,7828,414,7933061,25055073,714
5211,15/08/20,8:00 AM,Jharkhand,-,-,13515,224,21595,7856,414,7933061,25055073,794
5246,16/08/20,8:00 AM,Jharkhand,-,-,14024,228,22389,8137,414,7933061,25055073,666
5281,17/08/20,8:00 AM,Jharkhand,-,-,14699,244,23055,8112,414,7933061,25055073,697
5316,18/08/20,8:00 AM,Jharkhand,-,-,15051,250,23752,8451,414,7933061,25055073,725
5351,19/08/20,8:00 AM,Jharkhand,-,-,15507,262,24477,8708,414,7933061,25055073,1613
5386,20/08/20,8:00 AM,Jharkhand,-,-,16175,277,26090,9638,414,7933061,25055073,663
5421,21/08/20,8:00 AM,Jharkhand,-,-,17057,286,26753,9410,414,7933061,25055073,1443
5456,22/08/20,8:00 AM,Jharkhand,-,-,18372,297,28196,9527,414,7933061,25055073,375
5491,23/08/20,8:00 AM,Jharkhand,-,-,18507,308,28571,9756,414,7933061,25055073,1106
5526,24/08/20,8:00 AM,Jharkhand,-,-,19629,312,29677,9736,414,7933061,25055073,1328
5561,25/08/20,8:00 AM,Jharkhand,-,-,20870,330,31005,9805,414,7933061,25055073,968
5596,26/08/20,8:00 AM,Jharkhand,-,-,21388,347,31973,10238,414,7933061,25055073,1073
5631,27/08/20,8:00 AM,Jharkhand,-,-,22349,362,33046,10335,414,7933061,25055073,1350
5666,28/08/20,8:00 AM,Jharkhand,-,-,22927,373,34396,11096,414,7933061,25055073,925
5701,29/08/20,8:00 AM,Jharkhand,-,-,23850,381,35321,11090,414,7933061,25055073,1536
5736,30/08/20,8:00 AM,Jharkhand,-,-,25103,397,36857,11357,414,7933061,25055073,1578
5771,31/08/20,8:00 AM,Jharkhand,-,-,26448,410,38435,11577,414,7933061,25055073,3221
5806,01/09/20,8:00 AM,Jharkhand,-,-,27143,417,41656,14096,414,7933061,25055073,2177
5841,02/09/20,8:00 AM,Jharkhand,-,-,28149,428,43833,15256,414,7933061,25055073,1029
5876,03/09/20,8:00 AM,Jharkhand,-,-,29747,438,44862,14677,414,7933061,25055073,1618
5911,04/09/20,8:00 AM,Jharkhand,-,-,30886,444,46480,15150,414,7933061,25055073,1559
5946,05/09/20,8:00 AM,Jharkhand,-,-,32043,447,48039,15549,414,7933061,25055073,1758
5981,06/09/20,8:00 AM,Jharkhand,-,-,34330,462,49797,15005,414,7933061,25055073,1266
6016,07/09/20,8:00 AM,Jharkhand,-,-,36184,469,51063,14410,414,7933061,25055073,1557
6051,08/09/20,8:00 AM,Jharkhand,-,-,37550,482,52620,14588,414,7933061,25055073,2676
6086,09/09/20,8:00 AM,Jharkhand,-,-,39362,496,55296,15438,414,7933061,25055073,1601
6121,10/09/20,8:00 AM,Jharkhand,-,-,40659,512,56897,15726,414,7933061,25055073,1182
6156,11/09/20,8:00 AM,Jharkhand,-,-,42115,517,58079,15447,414,7933061,25055073,961
6191,12/09/20,8:00 AM,Jharkhand,-,-,43328,532,59040,15180,414,7933061,25055073,1420
6226,13/09/20,8:00 AM,Jharkhand,-,-,45074,542,60460,14844,414,7933061,25055073,1014
6261,14/09/20,8:00 AM,Jharkhand,-,-,46583,555,61474,14336,414,7933061,25055073,1263
6296,15/09/20,8:00 AM,Jharkhand,-,-,48112,561,62737,14064,414,7933061,25055073,1702
6331,16/09/20,8:00 AM,Jharkhand,-,-,49750,571,64439,14118,414,7933061,25055073,1635
75,09/03/20,6:00 PM,Karnataka,1,0,0,0,1,1,319,23625962,37469335,3
90,10/03/20,6:00 PM,Karnataka,4,0,0,0,4,4,319,23625962,37469335,0
109,11/03/20,6:00 PM,Karnataka,4,0,0,0,4,4,319,23625962,37469335,0
120,12/03/20,6:00 PM,Karnataka,4,0,0,0,4,4,319,23625962,37469335,2
133,13/03/20,6:00 PM,Karnataka,6,0,0,1,6,5,319,23625962,37469335,0
146,14/03/20,6:00 PM,Karnataka,6,0,0,1,6,5,319,23625962,37469335,0
152,15/03/20,6:00 PM,Karnataka,6,0,0,1,6,5,319,23625962,37469335,0
166,16/03/20,6:00 PM,Karnataka,6,0,0,1,6,5,319,23625962,37469335,5
181,17/03/20,6:00 PM,Karnataka,11,0,0,1,11,10,319,23625962,37469335,0
196,18/03/20,6:00 PM,Karnataka,11,0,0,1,11,10,319,23625962,37469335,3
214,19/03/20,6:00 PM,Karnataka,14,0,0,1,14,13,319,23625962,37469335,1
234,20/03/20,6:00 PM,Karnataka,15,0,1,1,15,13,319,23625962,37469335,0
255,21/03/20,6:00 PM,Karnataka,15,0,1,1,15,13,319,23625962,37469335,11
278,22/03/20,6:00 PM,Karnataka,26,0,2,1,26,23,319,23625962,37469335,7
301,23/03/20,6:00 PM,Karnataka,33,0,2,1,33,30,319,23625962,37469335,4
324,24/03/20,6:00 PM,Karnataka,37,0,3,1,37,33,319,23625962,37469335,4
348,25/03/20,6:00 PM,Karnataka,41,0,3,1,41,37,319,23625962,37469335,14
377,26/03/20,6:00 PM,Karnataka,55,0,3,2,55,50,319,23625962,37469335,0
404,27/03/20,10:00 AM,Karnataka,55,0,3,2,55,50,319,23625962,37469335,0
431,28/03/20,6:00 PM,Karnataka,55,0,3,2,55,50,319,23625962,37469335,21
458,29/03/20,7:30 PM,Karnataka,-,-,5,3,76,68,319,23625962,37469335,7
485,30/03/20,9:30 PM,Karnataka,-,-,5,3,83,75,319,23625962,37469335,0
513,31/03/20,8:30 PM,Karnataka,-,-,5,3,83,75,319,23625962,37469335,18
543,01/04/20,7:30 PM,Karnataka,-,-,8,3,101,90,319,23625962,37469335,9
572,02/04/20,6:00 PM,Karnataka,-,-,9,3,110,98,319,23625962,37469335,14
602,03/04/20,6:00 PM,Karnataka,-,-,10,3,124,111,319,23625962,37469335,4
633,04/04/20,6:00 PM,Karnataka,-,-,12,3,128,113,319,23625962,37469335,16
663,05/04/20,6:00 PM,Karnataka,-,-,12,4,144,128,319,23625962,37469335,7
693,06/04/20,6:00 PM,Karnataka,-,-,12,4,151,135,319,23625962,37469335,24
723,07/04/20,6:00 PM,Karnataka,-,-,25,4,175,146,319,23625962,37469335,0
754,08/04/20,5:00 PM,Karnataka,-,-,25,4,175,146,319,23625962,37469335,6
785,09/04/20,5:00 PM,Karnataka,-,-,28,5,181,148,319,23625962,37469335,16
816,10/04/20,5:00 PM,Karnataka,-,-,30,6,197,161,319,23625962,37469335,17
847,11/04/20,5:00 PM,Karnataka,-,-,37,6,214,171,319,23625962,37469335,12
878,12/04/20,5:00 PM,Karnataka,-,-,37,6,226,183,319,23625962,37469335,21
909,13/04/20,5:00 PM,Karnataka,-,-,59,6,247,182,319,23625962,37469335,11
941,14/04/20,5:00 PM,Karnataka,-,-,65,9,258,184,319,23625962,37469335,19
974,15/04/20,5:00 PM,Karnataka,-,-,75,11,277,191,319,23625962,37469335,38
1007,16/04/20,5:00 PM,Karnataka,-,-,82,13,315,220,319,23625962,37469335,38
1040,17/04/20,5:00 PM,Karnataka,-,-,82,13,353,258,319,23625962,37469335,18
1073,18/04/20,5:00 PM,Karnataka,-,-,92,13,371,266,319,23625962,37469335,13
1106,19/04/20,5:00 PM,Karnataka,-,-,104,14,384,266,319,23625962,37469335,11
1139,20/04/20,5:00 PM,Karnataka,-,-,111,16,395,268,319,23625962,37469335,20
1172,21/04/20,5:00 PM,Karnataka,-,-,114,17,415,284,319,23625962,37469335,10
1205,22/04/20,5:00 PM,Karnataka,-,-,129,17,425,279,319,23625962,37469335,18
1237,23/04/20,5:00 PM,Karnataka,-,-,141,17,443,285,319,23625962,37469335,20
1269,24/04/20,5:00 PM,Karnataka,-,-,150,18,463,295,319,23625962,37469335,26
1301,25/04/20,5:00 PM,Karnataka,-,-,153,18,489,318,319,23625962,37469335,12
1333,26/04/20,5:00 PM,Karnataka,-,-,177,18,501,306,319,23625962,37469335,10
1365,27/04/20,5:00 PM,Karnataka,-,-,188,20,511,303,319,23625962,37469335,9
1397,28/04/20,5:00 PM,Karnataka,-,-,198,20,520,302,319,23625962,37469335,12
1429,29/04/20,5:00 PM,Karnataka,-,-,215,20,532,297,319,23625962,37469335,25
1461,30/04/20,5:00 PM,Karnataka,-,-,223,21,557,313,319,23625962,37469335,19
1493,01/05/20,5:00 PM,Karnataka,-,-,235,22,576,319,319,23625962,37469335,13
1525,02/05/20,5:00 PM,Karnataka,-,-,251,22,589,316,319,23625962,37469335,17
1557,03/05/20,5:00 PM,Karnataka,-,-,282,25,606,299,319,23625962,37469335,36
1589,04/05/20,5:00 PM,Karnataka,-,-,304,26,642,312,319,23625962,37469335,17
1621,05/05/20,5:00 PM,Karnataka,-,-,324,28,659,307,319,23625962,37469335,12
1654,06/05/20,8:00 AM,Karnataka,-,-,331,29,671,311,319,23625962,37469335,22
1687,07/05/20,8:00 AM,Karnataka,-,-,354,29,693,310,319,23625962,37469335,12
1720,08/05/20,8:00 AM,Karnataka,-,-,366,30,705,309,319,23625962,37469335,48
1753,09/05/20,8:00 AM,Karnataka,-,-,376,30,753,347,319,23625962,37469335,41
1786,10/05/20,8:00 AM,Karnataka,-,-,386,30,794,378,319,23625962,37469335,54
1819,11/05/20,8:00 AM,Karnataka,-,-,424,31,848,393,319,23625962,37469335,14
1852,12/05/20,8:00 AM,Karnataka,-,-,426,31,862,405,319,23625962,37469335,63
1885,13/05/20,8:00 AM,Karnataka,-,-,433,31,925,461,319,23625962,37469335,34
1918,14/05/20,8:00 AM,Karnataka,-,-,451,33,959,475,319,23625962,37469335,28
1951,15/05/20,8:00 AM,Karnataka,-,-,460,35,987,492,319,23625962,37469335,69
1984,16/05/20,8:00 AM,Karnataka,-,-,480,36,1056,540,319,23625962,37469335,36
2017,17/05/20,8:00 AM,Karnataka,-,-,496,36,1092,560,319,23625962,37469335,55
2050,18/05/20,8:00 AM,Karnataka,-,-,509,37,1147,601,319,23625962,37469335,99
2083,19/05/20,8:00 AM,Karnataka,-,-,530,37,1246,679,319,23625962,37469335,151
2116,20/05/20,8:00 AM,Karnataka,-,-,544,40,1397,813,319,23625962,37469335,65
2150,21/05/20,8:00 AM,Karnataka,-,-,556,41,1462,865,319,23625962,37469335,143
2184,22/05/20,8:00 AM,Karnataka,-,-,571,41,1605,993,319,23625962,37469335,138
2218,23/05/20,8:00 AM,Karnataka,-,-,597,41,1743,1105,319,23625962,37469335,216
2252,24/05/20,8:00 AM,Karnataka,-,-,608,42,1959,1309,319,23625962,37469335,130
2287,25/05/20,8:00 AM,Karnataka,-,-,654,42,2089,1393,319,23625962,37469335,93
2322,26/05/20,8:00 AM,Karnataka,-,-,705,44,2182,1433,319,23625962,37469335,101
2358,27/05/20,8:00 AM,Karnataka,-,-,748,44,2283,1491,319,23625962,37469335,135
2394,28/05/20,8:00 AM,Karnataka,-,-,781,47,2418,1590,319,23625962,37469335,115
2430,29/05/20,8:00 AM,Karnataka,-,-,834,47,2533,1652,319,23625962,37469335,248
2466,30/05/20,8:00 AM,Karnataka,-,-,894,48,2781,1839,319,23625962,37469335,141
2502,31/05/20,8:00 AM,Karnataka,-,-,997,48,2922,1877,319,23625962,37469335,299
2538,01/06/20,8:00 AM,Karnataka,-,-,1218,51,3221,1952,319,23625962,37469335,187
2574,02/06/20,8:00 AM,Karnataka,-,-,1328,52,3408,2028,319,23625962,37469335,388
2610,03/06/20,8:00 AM,Karnataka,-,-,1403,52,3796,2341,319,23625962,37469335,267
2646,04/06/20,8:00 AM,Karnataka,-,-,1514,53,4063,2496,319,23625962,37469335,257
2682,05/06/20,8:00 AM,Karnataka,-,-,1610,57,4320,2653,319,23625962,37469335,515
2718,06/06/20,8:00 AM,Karnataka,-,-,1688,57,4835,3090,319,23625962,37469335,378
2754,07/06/20,8:00 AM,Karnataka,-,-,1968,59,5213,3186,319,23625962,37469335,239
2790,08/06/20,8:00 AM,Karnataka,-,-,2132,61,5452,3259,319,23625962,37469335,308
2826,09/06/20,8:00 AM,Karnataka,-,-,2519,64,5760,3177,319,23625962,37469335,161
2862,10/06/20,8:00 AM,Karnataka,-,-,2604,66,5921,3251,319,23625962,37469335,120
2899,11/06/20,8:00 AM,Karnataka,-,-,2862,69,6041,3110,319,23625962,37469335,204
2935,12/06/20,8:00 AM,Karnataka,-,-,2977,72,6245,3196,319,23625962,37469335,271
2971,13/06/20,8:00 AM,Karnataka,-,-,3440,79,6516,2997,319,23625962,37469335,308
3007,14/06/20,8:00 AM,Karnataka,-,-,3648,81,6824,3095,319,23625962,37469335,176
3043,15/06/20,8:00 AM,Karnataka,-,-,3955,86,7000,2959,319,23625962,37469335,213
3079,16/06/20,8:00 AM,Karnataka,-,-,4135,89,7213,2989,319,23625962,37469335,317
3115,17/06/20,8:00 AM,Karnataka,-,-,4456,94,7530,2980,319,23625962,37469335,204
3151,18/06/20,8:00 AM,Karnataka,-,-,4804,102,7734,2828,319,23625962,37469335,210
3187,19/06/20,8:00 AM,Karnataka,-,-,4983,114,7944,2847,319,23625962,37469335,337
3223,20/06/20,8:00 AM,Karnataka,-,-,5210,124,8281,2947,319,23625962,37469335,416
3259,21/06/20,8:00 AM,Karnataka,-,-,5391,132,8697,3174,319,23625962,37469335,453
3295,22/06/20,8:00 AM,Karnataka,-,-,5618,137,9150,3395,319,23625962,37469335,249
